ID;Team;Dataset #;Toolbox used;Quality/Pruning: Method;Motion Artifact Method;Resample/Downsample (Hz);Filtering;Removal of the Global Signals during Preprocessing;Non-GLM: Method;GLM: Method;GLM: HRF Regressor;GLM: Other Regressors;Stat Analysis: Software;Stat Analysis: Method;Stat Analysis: On Signal Type;Stat Analysis: Signal Space;Stat Analysis: Metric;Test for Normality;Stat Analysis: Threshold (p< X);Multiple Comparisons Correction
22;Neuro-epilepsie;1;HOMER2;Visual Inspection of Time Domain;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Two-Sample t-Test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;1;HOMER2;Visual Inspection of Time Domain;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Multiple Comparisons Correction;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;1;HOMER2;SNR Threshold;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;One-Sample t-Test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;1;HOMER2;SNR Threshold;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;One-tailed t-test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;1;HOMER2;SNR Threshold;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Paired t-Test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;1;HOMER2;SNR Threshold;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Two-tailed t-test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;1;HOMER2;SNR Threshold;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Two-Sample t-Test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;1;HOMER2;SNR Threshold;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Multiple Comparisons Correction;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;1;HOMER2;Manual Selection;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;One-Sample t-Test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;1;HOMER2;Manual Selection;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;One-tailed t-test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;1;HOMER2;Manual Selection;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Paired t-Test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;1;HOMER2;Manual Selection;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Two-tailed t-test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;1;HOMER2;Manual Selection;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Two-Sample t-Test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;1;HOMER2;Manual Selection;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Multiple Comparisons Correction;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;2;HOMER2;Visual Inspection of Time Domain;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;One-Sample t-Test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;2;HOMER2;Visual Inspection of Time Domain;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;One-tailed t-test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;2;HOMER2;Visual Inspection of Time Domain;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Paired t-Test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;2;HOMER2;Visual Inspection of Time Domain;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Two-tailed t-test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;2;HOMER2;Visual Inspection of Time Domain;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Two-Sample t-Test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;2;HOMER2;Visual Inspection of Time Domain;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Multiple Comparisons Correction;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;2;HOMER2;SNR Threshold;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;One-Sample t-Test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;2;HOMER2;SNR Threshold;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;One-tailed t-test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;2;HOMER2;SNR Threshold;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Paired t-Test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;2;HOMER2;SNR Threshold;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Two-tailed t-test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;2;HOMER2;SNR Threshold;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Two-Sample t-Test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;2;HOMER2;SNR Threshold;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Multiple Comparisons Correction;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;2;HOMER2;Manual Selection;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;One-Sample t-Test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;2;HOMER2;Manual Selection;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;One-tailed t-test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;2;HOMER2;Manual Selection;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Paired t-Test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;2;HOMER2;Manual Selection;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Two-tailed t-test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;2;HOMER2;Manual Selection;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Two-Sample t-Test;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
22;Neuro-epilepsie;2;HOMER2;Manual Selection;Targeted PCA;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Polynomial Drift,Short Channels;Matlab;Multiple Comparisons Correction;HbO only;ROI;beta values provided by GLM;Kolmogorov–Smirnov;0.05;FDR
23;NIRS-riders;1;AnalyzIR;PSP (Cardiac Power Spectrum Peak);TDDR;Unknown;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Unknown;Repeated Measures ANOVA;HbO and HbR;ROI;beta values provided by GLM;Unknown;0.05;None
23;NIRS-riders;1;AnalyzIR;SCI (Scalp-Coupling Index);TDDR;Unknown;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Unknown;Repeated Measures ANOVA;HbO and HbR;ROI;beta values provided by GLM;Unknown;0.05;None
23;NIRS-riders;1;Matlab;PSP (Cardiac Power Spectrum Peak);TDDR;Unknown;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Unknown;Repeated Measures ANOVA;HbO and HbR;ROI;beta values provided by GLM;Unknown;0.05;None
23;NIRS-riders;1;Matlab;SCI (Scalp-Coupling Index);TDDR;Unknown;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Unknown;Repeated Measures ANOVA;HbO and HbR;ROI;beta values provided by GLM;Unknown;0.05;None
23;NIRS-riders;1;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);TDDR;Unknown;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Unknown;Repeated Measures ANOVA;HbO and HbR;ROI;beta values provided by GLM;Unknown;0.05;None
23;NIRS-riders;1;NIRS Toolbox;SCI (Scalp-Coupling Index);TDDR;Unknown;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Unknown;Repeated Measures ANOVA;HbO and HbR;ROI;beta values provided by GLM;Unknown;0.05;None
23;NIRS-riders;1;QT NIRS;PSP (Cardiac Power Spectrum Peak);TDDR;Unknown;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Unknown;Repeated Measures ANOVA;HbO and HbR;ROI;beta values provided by GLM;Unknown;0.05;None
23;NIRS-riders;1;QT NIRS;SCI (Scalp-Coupling Index);TDDR;Unknown;BandPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Unknown;Repeated Measures ANOVA;HbO and HbR;ROI;beta values provided by GLM;Unknown;0.05;None
23;NIRS-riders;2;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
24;OnTheMove;1;HOMER3;Other;Hybrid spline wavelet;Unknown;LowPass;No;Block Averaging;Unknown;Unknown;Unknown;Unknown;Paired t-Test;HbO only;ROI;signal amplitude (windowed);Unknown;0.05;FDR
24;OnTheMove;2;HOMER3;Other;Hybrid spline wavelet;Unknown;LowPass;No;Block Averaging;Unknown;Unknown;Unknown;Unknown;Paired t-Test;HbO only;ROI;signal amplitude (windowed);Unknown;0.05;FDR
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;NIRS Toolbox;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Multiple Comparisons Correction;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;QT NIRS;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;nirs toolbox;Two-tailed t-test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;F Statistics;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Mixed Effects Model;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
25;Optical Bioimaging Lab UH;1;Matlab;SCI (Scalp-Coupling Index);Unknown;Unknown;BandPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Unknown;Matlab;Paired t-Test;HbO only,HbO and HbR;Channel,ROI;beta values provided by GLM;Unknown;0.05;Benjamini-Hochberg
